src,trg
Ein Mann schlägt einen Volleyball am Strand.,A man hits a volleyball on the beach.
Ein kleines Mädchen in einem Schneeanzug lächelt und spielt im Schnee.,A little girl smiles in her snowsuit while playing in the snow.
Zwei ältere Frauen bummeln in einem Kaufhaus und schauen sich gerade Strümpfe an.,Two elderly females shopping in a department store currently looking at stockings.
Der schwarze Hund läuft durch ein sumpfiges Gebiet mit Holzstücken in seiner Schnauze.,The black dog is running through a swampy area with pieces of wood its mouth.
Ein Mann sitzt neben einem roten Gebäude und raucht.,A man sits by a red building while smoking.
"Eine Frau betrachtet etwas, das mit zwei Glühbirnen angeleuchtet wird.",A woman is looking at something that is being illuminated by two light bulbs.
Eine Menschenmenge läuft mit dem Weihnachtsmann auf der Straße.,A crowd of people walking the street with Santa.
"Der schwarz-hellbraune Hund verfolgt etwas, das er entdeckt hat.",The black and tan dog is chasing something he has spotted.
Bauarbeiter bessern eine Straße aus und füllen diese mit Belag.,Construction workers are laying down pavement to repair a road.
Ein Mädchen bläst gleich in eine Luftschlange und das andere lacht.,"One girl about to blow on a streamer, while the other laughs."
Ein Mann fällt in einer Welle im Meer hin.,A man falling over in an ocean wave
Ein Basketballspieler in schwarzer Kleidung springt und ein anderer in weißer Kleidung versucht ihn zu blocken.,"A basketball player in black jumps, while another in white attempts to block."
Ein kleiner Junge springt hoch und runter.,A little boy is jumping up and down.
"Ein kleines Mädchen springt im Ballettunterricht, während ihr zwei andere zuschauen.",A little girl jumps in ballet in class as two others look on
Zwei Kinder arbeiten mit Gartenwerkzeug im Garten.,Two children are using pruning tools in the yard.
Ein schwarzer Hund mit einem roten Halsband läuft durch den Schnee.,A black dog with a red collar is running on the snow.
Ein einzelner Skater springt von einer hohen Skateboardrampe.,A lone skateboarder jumping a huge skateboarding ramp.
Mehrere Hunde am Strand.,A bunch of dogs on a beach.
Ein Mann in blauer Kleidung spielt Fußball.,A man wearing blue plays soccer.
Einige Tänzer in Schottenrock treten in einem Wettbewerb vor einer Punktrichterin in schwarzer Kleidung auf.,Some dancers in kilts compete in front of a judge wearing black.
Eine Frau trägt ein schlafendes Baby.,A woman holds a sleeping baby.
"Ein Basketballspieler ist in die Luft gesprungen, um den Basketball zu werfen.",A basketball player has jumped in the air to shoot the basketball.
Die junge Frau in blauer Kleidung läuft auf einem Laufband.,The young woman in blue is running on a treadmill.
Eine Frau mit einem Zylinder versucht in ein kastanienbraunes Auto bei Nacht zu steigen.,A woman in a top hat is trying to get into a maroon car at night.
Eine Frau trägt Lippenstift auf.,A woman is applying her lipstick.
Ein weiß-brauner Hund mit einem Halstuch springt durch die Luft.,"A white and brown dog, wearing a bandanna, jumps through the air."
Ein nasser Hund hat die rosafarbene Handtasche mit wasserblauen Henkeln geholt.,The wet dog has retrieved the pink purse with aqua handles.
Ein Mann mit einem weißen Trägerhemd und einem weißen Hut graviert Schlüsselanhänger.,A man wearing a white tank top and white hat is engraving key chains.
Fünf Personen sitzen auf den Felsen in der Nähe einer Holzhütte.,Five people sitting on the rocks near a wooden shed.
Zwei Personen stehen auf einem grasbewachsenen Hang vor einem großen Kreuz aus Holz.,Two people stand on a grassy hillside in front of a large wooden cross.
Ein schwarzer Pudel spielt mit Schnee.,A black poodle is playing with the snow.
Ein schwarzer Pudel läuft im Schnee.,A black poodle is running in the snow.
Zwei Gitarristen in weißer Kleidung.,Two guitar players dressed in white
Eine Frau mit einer Baseballmütze und Jeans presst einen Wischlappen in einem gelben Eimer aus.,A woman in a baseball hat and jeans squeezes a mop into a yellow bucket.
Ein Mann und eine Frau essen und teilen sich einen Kopfhörer.,A man and women eating while sharing headphones.
Eine Gruppe von Studenten in Uniform hört aufmerksam dem Gesagten im vorderen Bereich des Klassenzimmers zu.,A group of students in uniforms listens attentively to the front of the class.
Ein Mann steht neben einem BMW.,A man is standing next to a BMW.
Eine kleine Gruppe von Asiatinnen versammeln sich unter einem roten Banner.,A small group of Asian women gather together beneath a red banner.
Zwei Frauen auf einer Baustelle.,Two women on a construction site.
Eine Gruppe von Freiwilligen hilft beim Hausbau im Namen von Habitat for Humanity.,A group of volunteers help build a house on behalf of Habitat for Humanity.
Männer bauen an einem Haus.,Men working on building a house.
Eine Gruppe von Personen hält Werkzeuge in der Hand und steht vor einem Haus im Rohbau.,A group of people holding tools stand in front of an uncompleted house.
Vier Arbeiter posieren zwischen Balken eines Hauses.,Four workers pose between beams of a house.
Der Mann auf dem Dach trägt eine Sonnenbrille und arbeitet hart.,The man on the roof is wearing sunglasses and is working hard.
Eine Gruppe von Personen steht mit Brettern und Bauwerkzeug im Freien.,A group of people outside with boards and construction tools.
Mehrere Personen bauen ein kleines Gebäude auf einem zugestellten Hof.,Several people building a small building in a crowded yard.
Drei Mädchen schlagen Nägel auf einem Dach.,Three girls hammer nails on a roof.
Zwei Mädchen hübschen ein drittes Mädchen in einer dörflichen Umgebung auf.,Two girls primping a third girl in village setting.
Männer mit Kamelen versammeln sich am Strand.,Men with camels gather on a beach.
"Ein blondes Kind läuft eine Sanddüne hinunter, während ihm ein anderes zuschaut.",A blond child runs down a sand dune while another looks on.
Zwei Hockeyspieler kämpfen um den Puck bei einem Hockeyspiel.,Two hockey players fighting for the puck at hockey game.
"Drei indische Männer sitzen nebeneinander und haben ihre Körbe, die mit frischem Obst, Gemüse und Kräutern gefüllt sind, neben ihren Füßen abgestellt.","Three Indian men are sitting together with baskets of fresh fruit, vegetables, and herbs in baskets at their feet."
Ein Mann in einem grünen Oberteil springt in einer Waschraum.,A man in a green shirt is jumping in a laundry room.
Vier Personen stehen vor einem Transporter und bauen etwas.,Four people are standing in front of a van and are doing construction.
Ein Mann schaut beim Essen einem Mädchen beim Zeichnen zu.,A man is watching a girl draw as he eats.
Eine Gruppe von Jugendlichen spielt mit Wasserpistolen und steht vor einem weißen LKW.,A group of young people are playing around with water guns and standing in front of a white truck.
Ein Mann mit einer Sonnenbrille kniet auf einem Dach und hält ein Sperrholzbrett.,A man kneeling on a roof touching a piece of plywood wearing sunglasses.
Ein Mann fliegt auf Skiern über einen Berg durch die Luft.,Man flying through the air on skis over a mountain.
Die Jungen spielen mit Legosteinen.,The boys are playing with Legos.
"Ein brauner Hund hält ein Stück Obst in seiner Schnauze, während ihm zwei andere Hunde folgen.",A born dog carries some fruit in his mouth while two other dogs follow him.
Ein Skifahrer auf einer schneebedeckten Skisprungschanze.,A skier on a snowy ski jump
Ein kleines Mädchen sitzt auf dem Gehweg und betrachtet bunte Malbücher für Kinder.,A little girl is sitting on the sidewalk looking at colorful children's coloring books.
Eine Mutter hält ihr Kind in einem Zug.,A mother is holding her child on a train.
Ein Mann in einem schwarzen Oberteil und Pullover schaut hinunter.,A man wearing a black shirt and sweater is looking down.
Ein Mountainbiker fährt durch einen Wald.,A mountain biker riding through a forest.
Jemand fährt auf einem Fahrrad und befindet sich über einem Feldweg im hügeligen Gelände in der Luft.,Someone riding a bicycle is up in the air over a dirt and hill trail.
"Eine Asiatin in schwarzen Stiefeln, Strumpfhose und einem kurzen Kleid lehnt an einem Zaun.",Asian woman in black boots and tights with short dress leans again fence.
Ein Hund befindet sich im Wasser und hält einen Ast in der Schnauze.,A dog is in some water with a tree branch in its mouth.
Zwei Afrikaner mit roten und blauen Schals posieren für ein Foto vor einem Friseur.,Two Africans in red and blue shawls pose for a picture outside a barber shop.
Zwei Kinder spielen an einem verschneiten Tag auf der Straße.,Two children play on the road on a snowy day.
Ein Kind sitzt auf einer Skivorrichtung im Schnee.,A kid sits on a skiing device in the snow.
Ein Hund hält im Wald einen großen Stock in seiner Schnauze.,A dog holds a large stick in its mouth in the woods.
Das Mädchen in der Skijacke läuft in der Nähe von Häusern.,The girl in the ski jacket is walking near the buildings.
"Personen versammeln sich auf einem Wochenmarkt, um Lebensmittel und Kleidung an einem sonnigen Tag zu kaufen.","People gather for a farmers market day, shopping for groceries and clothing on a sunny day."
Ein Vogel fliegt mit ausgebreiteten Flügeln hoch.,A bird soars with wings spread.
"Ein Junge steht und zeigt auf einen anderen Jungen, der zusammengerollt am Boden liegt.",One boy stands pointing at another boy who is balled up on the floor.
Zwei Jungen legen ihre Arme umeinander und posieren zusammen.,Two boys put their arms around each other and pose.
Zwei Frauen stehen im Freien und eine Frau in einer Schürze schaut in ein schwarzes Gerät.,Two women are outside and one woman is wearing an apron looking into a black machine.
Eine Frau hält die Hand eines Mannes auf einer Bühne hoch und zeigt auf ihn.,A woman on stage points to a man holding up his hand
Ein verschwommenes Bild eines Fahrradfahrers vor der Spitze eines Hügels.,A blurred vision of a bike rider in front of a hill top.
Ein Surfer surft auf zahlreichen Wellen.,A surfer is riding numerous waves.
"Ein Bauarbeiter in einer orangefarbenen Weste schaufelt Steine, während ihm ein anderer in einer blauen Weste zuschaut.",One construction worker in an orange vest shoveling rocks while another one in a blue vest watches.
Ein Mann in einem weißen Oberteil hält ein Gestell mit Esswaren.,A man wearing a white shirt holding a rack of edibles.
Ein Mann mit einem weißen Bart trägt eine Schürze und befindet sich in der Küche.,A man with a white beard is wearing an apron and in the kitchen.
Zwei Personen spielen in einer Band.,Two men are playing in a band.
Ein Mann in einem weißen Oberteil raucht neben einem Müllcontainer.,A man in a white restaraunt shirt smokes next to a dumpster.
Tänzer posieren vor einer bunten und kunstvoll gezeichneten Kulisse.,"Dancers pose in front of a multicolored, drawn (art ) backdrop."
Ein Hund läuft am Strand nahe der Wellen entlang.,A dog runs along a beach near the waves.
Zwei kleine Mädchen laufen in einer Wüste.,Two little girls walk down a big desert.
Eine dunkelhaarige Frau in schwarzer Kleidung und schwarzen hohen Absatzschuhen posiert mit Kakteen im Hintergrund für ein Foto.,A dark-haired woman in a black outfit and black high heels is posing for a picture with cacti in the background.
Ein kleiner Hund läuft mit einem Ball in seiner Schnauze durch einen Parcours.,A small dog with a ball in its mouth running through a course.
"Zwei kleine Jungen posieren mit einer Person, die als Power Ranger verkleidet ist.",Two young boys are posing with a person dressed as a Power Ranger.
Personen sonnen sich am Strand in der Nähe von felsigen Klippen.,People are on the beach sunbathing near rocky cliffs.
Die Hunde laufen durch das Wasser.,The dogs are running through the water
Eine Frau in Roller-Derby-Montur schaut durch den Raum.,A woman in roller derby gear looks across the room.
Der Mann macht Parasailing und zeigt ein Kunststück.,The man is parasailing and doing a trick.
Eine Gruppe von Personen auf Skiern mit zwei Hunden.,A group of people on skis with two dogs.
